# Метеостанция Сан-Франциско (аэропорт), США, WMO_ID=72494, выборка с 01.01.2014 по 01.01.2015, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=72494&lang=ru
#
"Местное время в Сан-Франциско (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.12.2014 16:00";"18.3";"754.0";"756.3";"";"81";"Ветер, дующий с юга";"5";"";"";"70 – 80%.";" ";"";"";"15.0";"18.9";"";"";"600-1000";"";"";"16.0";"15.0";"8.0";"6";"";"";"";"";
"03.12.2014 10:00";"17.2";"752.5";"754.8";"";"90";"Ветер, дующий с юго-востока";"5";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"13.9";"17.2";"";"";"600-1000";"";"";"11.0";"15.6";"4.0";"6";"";"";"";"";
"03.12.2014 04:00";"15.6";"752.0";"754.3";"";"100";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"";"";"14.4";"16.7";"";"";"100-200";"";"";"8.0";"15.6";"28.0";"6";"";"";"";"";
"02.12.2014 22:00";"15.6";"752.2";"754.6";"";"96";"Ветер, дующий с востоко-юго-востока";"6";"10";"";"70 – 80%.";" ";"";"";"13.9";"16.7";"";"";"600-1000";"";"";"16.0";"15.0";"0.5";"6";"";"";"";"";
"02.12.2014 16:00";"15.0";"751.8";"754.0";"";"96";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";" ";"";"";"13.9";"15.0";"";"";"100-200";"";"";"16.0";"14.4";"7.0";"6";"";"";"";"";
"02.12.2014 10:00";"13.9";"755.3";"757.6";"";"96";"Ветер, дующий с юго-востока";"5";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"13.3";"15.6";"";"";"200-300";"";"";"12.0";"13.3";"22.0";"6";"";"";"";"";
"02.12.2014 04:00";"13.9";"755.8";"758.2";"";"96";"Ветер, дующий с северо-северо-востока";"3";"";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"";"";"13.9";"17.8";"";"";"100-200";"";"";"8.0";"13.3";"11.0";"6";"";"";"";"";
"01.12.2014 22:00";"15.6";"759.4";"761.7";"";"93";"Ветер, дующий с северо-востока";"4";"";"";"70 – 80%.";" ";"";"";"13.9";"16.7";"";"";"300-600";"";"";"16.0";"14.4";"";"";"";"";"";"";
"01.12.2014 16:00";"16.7";"759.6";"762.1";"";"90";"Ветер, дующий с севера";"4";"";"";"70 – 80%.";" ";"";"";"13.9";"17.8";"";"";"1000-1500";"";"";"14.0";"15.0";"Следы осадков";"6";"";"";"";"";
"01.12.2014 10:00";"16.7";"762.4";"764.8";"";"84";"Ветер, дующий с востоко-северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"11.7";"16.7";"";"";"200-300";"";"";"16.0";"13.9";"";"";"";"";"";"";
"01.12.2014 04:00";"15.0";"760.6";"763.1";"";"100";"Ветер, дующий с севера";"3";"";"";"100%.";" ";"";"";"13.9";"16.7";"";"";"600-1000";"";"";"14.0";"15.0";"";"";"";"";"";"";
"30.11.2014 22:00";"15.6";"759.6";"762.1";"";"100";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"12.2";"16.1";"";"";"100-200";"";"";"16.0";"15.6";"19.0";"6";"";"";"";"";
"30.11.2014 16:00";"15.6";"756.6";"758.9";"";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"11.7";"15.6";"";"";"600-1000";"";"";"16.0";"12.8";"1.0";"6";"";"";"";"";
"30.11.2014 10:00";"12.2";"754.8";"757.1";"";"90";"Ветер, дующий с востоко-юго-востока";"10";"13";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"12.2";"16.7";"";"";"300-600";"";"";"11.0";"10.6";"6.0";"6";"";"";"";"";
"30.11.2014 04:00";"14.4";"753.1";"755.3";"";"93";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";" ";"";"";"14.4";"18.3";"";"";"300-600";"";"";"16.0";"13.3";"2.0";"6";"";"";"";"";
"29.11.2014 22:00";"16.1";"753.3";"755.5";"";"93";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"13.9";"17.2";"";"";"300-600";"";"";"8.0";"15.0";"0.3";"6";"";"";"";"";
"29.11.2014 16:00";"16.7";"754.3";"756.6";"";"90";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"13.9";"18.3";"";"";"600-1000";"";"";"16.0";"15.0";"";"";"";"";"";"";
"29.11.2014 10:00";"15.0";"756.1";"758.3";"";"93";"Ветер, дующий с востоко-юго-востока";"4";"";"";"70 – 80%.";" ";"";"";"11.7";"15.6";"";"";"300-600";"";"";"16.0";"13.9";"Следы осадков";"6";"";"";"";"";
"29.11.2014 04:00";"13.9";"755.3";"757.7";"";"96";"Ветер, дующий с юго-востока";"4";"";"";"100%.";" ";"";"";"13.9";"17.2";"";"";"300-600";"";"";"12.0";"13.3";"Следы осадков";"6";"";"";"";"";
"28.11.2014 22:00";"15.6";"756.3";"758.7";"";"80";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";" ";"";"";"7.8";"16.7";"";"";"600-1000";"";"";"16.0";"12.2";"";"";"";"";"";"";
"28.11.2014 16:00";"16.1";"757.3";"759.6";"";"72";"Ветер, дующий с юго-запада";"3";"";"";"50%.";" ";"";"";"7.8";"17.2";"";"";"300-600";"";"";"16.0";"11.1";"";"";"";"";"";"";
"28.11.2014 10:00";"11.1";"760.4";"762.8";"";"100";"Ветер, дующий с востоко-юго-востока";"4";"";"";"50%.";"Дымка. ";"";"";"8.9";"12.8";"";"";"Менее 50";"";"";"3.2";"11.1";"";"";"";"";"";"";
"28.11.2014 04:00";"8.9";"760.1";"762.5";"";"89";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Дымка. ";"";"";"7.8";"17.8";"";"";"100-200";"";"";"4.8";"7.2";"";"";"";"";"";"";
"27.11.2014 22:00";"12.8";"761.4";"763.7";"";"90";"Ветер, дующий с западо-северо-запада";"5";"";"";"Облаков нет.";"Дымка. ";"";"";"11.7";"17.2";"";"";"";"";"";"9.0";"11.1";"";"";"";"";"";"";
"27.11.2014 16:00";"17.2";"761.4";"763.6";"";"78";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"11.7";"17.8";"";"";"2500 или более, или облаков нет.";"";"";"11.0";"13.3";"";"";"";"";"";"";
"27.11.2014 10:00";"15.0";"764.2";"766.6";"";"87";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Дымка. ";"";"";"";"15.0";"";"";"300-600";"";"";"6.0";"12.8";"";"";"";"";"";"";
"27.11.2014 04:00";"13.9";"763.9";"766.3";"";"93";"Ветер, дующий с северо-северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"11.7";"20.0";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"12.8";"";"";"";"";"";"";
"26.11.2014 22:00";"14.4";"764.9";"767.4";"";"75";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"9.4";"19.4";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"26.11.2014 16:00";"19.4";"764.7";"767.1";"";"57";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"9.4";"20.0";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"10.6";"";"";"";"";"";"";
"26.11.2014 10:00";"15.0";"767.5";"769.9";"";"69";"Ветер, дующий с юго-юго-востока";"2";"";"";"20–30%.";" ";"";"";"10.0";"15.0";"";"";"600-1000";"";"";"12.0";"9.4";"";"";"";"";"";"";
"26.11.2014 04:00";"10.0";"767.2";"769.6";"";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"9.4";"18.3";"";"";"";"";"";"16.0";"7.8";"";"";"";"";"";"";
"25.11.2014 22:00";"12.8";"768.5";"770.8";"";"80";"Ветер, дующий с юго-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"9.4";"18.3";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"25.11.2014 16:00";"17.8";"768.7";"771.1";"";"60";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"9.4";"18.3";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"25.11.2014 10:00";"13.9";"771.3";"773.6";"";"72";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"10.0";"14.4";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"25.11.2014 04:00";"10.0";"770.0";"772.4";"";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"9.4";"18.9";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"24.11.2014 22:00";"12.8";"769.8";"772.0";"";"69";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"9.4";"18.9";"";"";"";"";"";"16.0";"7.2";"";"";"";"";"";"";
"24.11.2014 16:00";"18.9";"768.2";"770.5";"";"37";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"9.4";"18.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"3.9";"";"";"";"";"";"";
"24.11.2014 10:00";"14.4";"770.0";"772.4";"";"72";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"8.3";"14.4";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"24.11.2014 04:00";"11.7";"768.0";"770.2";"";"83";"Ветер, дующий с северо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"9.4";"18.9";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"23.11.2014 22:00";"11.7";"767.7";"770.0";"";"80";"Ветер, дующий с западо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"9.4";"18.3";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"23.11.2014 16:00";"18.3";"766.5";"768.8";"";"49";"Ветер, дующий с северо-северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"9.4";"18.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"23.11.2014 10:00";"15.6";"768.2";"770.7";"";"58";"Ветер, дующий с севера";"3";"";"";"50%.";" ";"";"";"10.0";"15.6";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"23.11.2014 04:00";"11.7";"766.5";"768.8";"";"83";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"9.4";"18.3";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"22.11.2014 22:00";"14.4";"765.7";"767.9";"";"81";"Ветер, дующий с западо-северо-запада";"4";"";"";"Облаков нет.";" ";"";"";"13.9";"17.2";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"22.11.2014 16:00";"17.2";"763.2";"765.4";"";"84";"Ветер, дующий с запада";"10";"12";"";"50%.";" ";"";"";"15.6";"18.3";"";"";"300-600";"";"";"16.0";"14.4";"0.3";"6";"";"";"";"";
"22.11.2014 10:00";"18.3";"761.9";"764.3";"";"97";"Ветер, дующий с западо-юго-запада";"7";"10";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"14.4";"18.3";"";"";"200-300";"";"";"2.4";"17.8";"4.0";"6";"";"";"";"";
"22.11.2014 04:00";"15.6";"761.4";"763.8";"";"96";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";" ";"";"";"15.6";"16.1";"";"";"600-1000";"";"";"11.0";"15.0";"";"";"";"";"";"";
"21.11.2014 22:00";"15.6";"762.7";"764.9";"";"78";"Ветер, дующий с юго-востока";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"16.1";"";"";"1000-1500";"";"";"16.0";"11.7";"";"";"";"";"";"";
"21.11.2014 16:00";"16.1";"761.9";"764.3";"";"81";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"12.2";"16.1";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"21.11.2014 10:00";"14.4";"762.4";"764.8";"";"87";"Ветер, дующий с востока";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"14.4";"";"";"300-600";"";"";"14.0";"12.2";"";"";"";"";"";"";
"21.11.2014 04:00";"12.8";"760.9";"763.3";"";"96";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"12.2";"15.6";"";"";"200-300";"";"";"16.0";"12.2";"";"";"";"";"";"";
"20.11.2014 22:00";"13.3";"760.4";"762.7";"";"90";"Ветер, дующий с юго-юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"11.7";"15.6";"";"";"600-1000";"";"";"16.0";"11.7";"Следы осадков";"6";"";"";"";"";
"20.11.2014 16:00";"15.0";"759.6";"762.1";"";"78";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"11.7";"15.6";"";"";"600-1000";"";"";"16.0";"11.1";"5.0";"6";"";"";"";"";
"20.11.2014 10:00";"14.4";"762.4";"764.8";"";"97";"";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"11.7";"15.0";"";"";"200-300";"";"";"6.0";"13.9";"0.5";"6";"";"";"";"";
"20.11.2014 04:00";"12.2";"762.1";"764.4";"";"100";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"11.7";"17.8";"";"";"300-600";"";"";"16.0";"12.2";"";"";"";"";"";"";
"19.11.2014 22:00";"13.9";"762.9";"765.4";"";"100";"Ветер, дующий с западо-северо-запада";"3";"";"";"20–30%.";" ";"";"";"13.9";"16.7";"";"";"300-600";"";"";"16.0";"13.9";"0.5";"6";"";"";"";"";
"19.11.2014 16:00";"16.7";"760.9";"763.3";"";"93";"Ветер, дующий с западо-юго-запада";"4";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"13.9";"17.8";"";"";"600-1000";"";"";"12.0";"15.6";"1.0";"6";"";"";"";"";
"19.11.2014 10:00";"15.6";"760.4";"762.7";"";"80";"Ветер, дующий с юго-востока";"6";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"13.3";"16.7";"";"";"600-1000";"";"";"16.0";"12.2";"2.0";"6";"";"";"";"";
"19.11.2014 04:00";"13.9";"759.9";"762.3";"";"81";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"13.9";"17.8";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"10.6";"";"";"";"";"";"";
"18.11.2014 22:00";"16.1";"761.6";"763.9";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"10.6";"17.8";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"10.6";"";"";"";"";"";"";
"18.11.2014 16:00";"17.2";"761.2";"763.6";"";"56";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"10.6";"17.8";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"8.3";"";"";"";"";"";"";
"18.11.2014 10:00";"14.4";"763.2";"765.4";"";"60";"Ветер, дующий с востоко-юго-востока";"2";"";"";"70 – 80%.";" ";"";"";"10.6";"14.4";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"6.7";"";"";"";"";"";"";
"18.11.2014 04:00";"11.7";"762.4";"764.8";"";"66";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"10.6";"18.9";"";"";"";"";"";"16.0";"5.6";"";"";"";"";"";"";
"17.11.2014 22:00";"13.9";"762.4";"764.6";"";"67";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"13.3";"18.3";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"17.11.2014 16:00";"17.8";"762.4";"764.7";"";"34";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"13.3";"18.9";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"17.11.2014 10:00";"14.4";"765.2";"767.5";"";"56";"Ветер, дующий с востоко-юго-востока";"4";"";"";"20–30%.";" ";"";"";"10.0";"16.1";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"17.11.2014 04:00";"13.3";"765.2";"767.6";"";"72";"Ветер, дующий с востоко-северо-востока";"5";"";"";"Облаков нет.";" ";"";"";"13.3";"17.2";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"16.11.2014 22:00";"15.6";"766.0";"768.2";"";"41";"Ветер, дующий с востоко-северо-востока";"7";"";"";"50%.";" ";"";"";"";"17.2";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"2.2";"";"";"";"";"";"";
"16.11.2014 16:00";"16.7";"765.2";"767.6";"";"29";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"13.3";"17.2";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"16.11.2014 10:00";"16.1";"766.0";"768.4";"";"41";"Ветер, дующий с востока";"5";"";"";"70 – 80%.";" ";"";"";"13.9";"16.1";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"16.11.2014 04:00";"15.0";"763.9";"766.3";"";"72";"Ветер, дующий с севера";"9";"11";"";"Облаков нет.";" ";"";"";"13.3";"18.9";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"15.11.2014 22:00";"14.4";"764.2";"766.5";"";"93";"Ветер, дующий с запада";"4";"";"";"20–30%.";" ";"";"";"13.9";"17.8";"";"";"2500 или более, или облаков нет.";"";"";"16.0";"13.3";"";"";"";"";"";"";
"15.11.2014 16:00";"17.8";"763.2";"765.4";"";"68";"Ветер, дующий с западо-северо-запада";"7";"";"";"70 – 80%.";" ";"";"";"13.9";"18.9";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"15.11.2014 10:00";"16.1";"763.9";"766.2";"";"75";"Ветер, дующий с западо-северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"16.7";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"15.11.2014 04:00";"14.4";"761.9";"764.3";"";"93";"Ветер, дующий с северо-запада";"3";"";"";"20–30%.";" ";"";"";"13.9";"18.9";"";"";"300-600";"";"";"16.0";"13.3";"";"";"";"";"";"";
"14.11.2014 22:00";"15.6";"762.1";"764.5";"";"86";"Ветер, дующий с запада";"5";"";"";"50%.";" ";"";"";"13.9";"17.8";"";"";"300-600";"";"";"16.0";"13.3";"";"";"";"";"";"";
"14.11.2014 16:00";"17.8";"761.2";"763.6";"";"73";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";" ";"";"";"13.9";"18.9";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"14.11.2014 10:00";"17.2";"762.1";"764.6";"";"78";"Ветер, дующий с западо-северо-запада";"5";"";"";"50%.";" ";"";"";"13.3";"17.8";"";"";"200-300";"";"";"16.0";"13.3";"";"";"";"";"";"";
"14.11.2014 04:00";"13.9";"761.4";"763.7";"";"96";"Ветер, дующий с запада";"2";"";"";"20–30%.";" ";"";"";"13.9";"19.4";"";"";"300-600";"";"";"16.0";"13.3";"";"";"";"";"";"";
"13.11.2014 22:00";"15.6";"761.2";"763.4";"";"90";"Ветер, дующий с западо-северо-запада";"3";"";"";"50%.";" ";"";"";"13.3";"17.8";"";"";"300-600";"";"";"16.0";"13.9";"";"";"";"";"";"";
"13.11.2014 16:00";"17.8";"760.4";"762.7";"";"78";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"13.3";"19.4";"";"";"300-600";"";"";"16.0";"13.9";"";"";"";"";"";"";
"13.11.2014 10:00";"17.2";"760.1";"762.5";"";"90";"Ветер, дующий с юго-юго-запада";"5";"";"";"70 – 80%.";" ";"";"";"14.4";"17.8";"";"";"200-300";"";"";"16.0";"15.6";"0.5";"6";"";"";"";"";
"13.11.2014 04:00";"14.4";"757.9";"760.2";"";"97";"Ветер, дующий с востоко-юго-востока";"6";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"13.3";"19.4";"";"";"100-200";"";"";"11.0";"13.9";"10.0";"6";"";"";"";"";
"12.11.2014 22:00";"16.7";"759.1";"761.4";"";"67";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"15.0";"17.8";"";"";"600-1000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"12.11.2014 16:00";"17.8";"758.8";"761.3";"";"56";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"15.0";"19.4";"";"";"2000-2500";"";"";"16.0";"8.9";"";"";"";"";"";"";
"12.11.2014 10:00";"17.2";"760.4";"762.6";"";"56";"Ветер, дующий с западо-юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"15.6";"17.2";"";"";"600-1000";"";"";"16.0";"8.3";"";"";"";"";"";"";
